FWHM 0
1	2.200	0.5
2	2.200	0.5
3	2.200	0.5
4	2.200	0.5
5	2.200	0.5
6	1.052	0.5
7	2.200	0.5
8	1.635	0.5
9	1.250	0.5
10	1.386	0.5
11	2.189	0.5
12	1.466	0.5
13	1.383	0.5
14	1.290	0.5
15	1.344	0.5
16	1.171	0.5
17	1.444	0.5
18	1.236	0.5
19	1.206	0.5
20	1.177	0.5
21	1.088	0.5
22	1.115	0.5
23	1.106	0.5
24	1.293	0.5
25	1.183	0.5
26	1.306	0.5
27	1.038	0.5
28	1.289	0.5
29	1.182	0.5
30	1.087	0.5
31	1.116	0.5
32	1.888	0.5
33	1.123	0.5
34	1.118	0.5
35	1.228	0.5
36	1.098	0.5
37	1.066	0.5
38	1.312	0.5
39	1.060	0.5
40	2.200	0.5
41	1.106	0.5
42	1.249	0.5
43	1.153	0.5
44	1.138	0.5
45	1.002	0.5
46	1.038	0.5
47	1.069	0.5
48	1.069	0.5
49	1.131	0.5
50	1.002	0.5
51	0.961	0.5
52	1.029	0.5
53	1.017	0.5
54	1.332	0.5
55	0.932	0.5
56	0.981	0.5
57	1.072	0.5
58	1.125	0.5
59	0.942	0.5
60	0.871	0.5
61	0.904	0.5
62	0.916	0.5
63	0.884	0.5
64	2.200	0.5
65	0.810	0.5
66	1.436	0.5
67	1.002	0.5
68	0.974	0.5
69	0.892	0.5
70	0.927	0.5
71	0.980	0.5
72	0.946	0.5
73	0.948	0.5
74	0.889	0.5
75	0.928	0.5
76	0.888	0.5
77	1.000	0.5
78	0.952	0.5
79	0.948	0.5
80	0.965	0.5
81	0.935	0.5
82	0.878	0.5
83	0.921	0.5
84	0.913	0.5
85	0.932	0.5
86	0.961	0.5
87	0.883	0.5
88	0.894	0.5
89	0.881	0.5
90	0.958	0.5
91	1.002	0.5
92	0.923	0.5
93	0.881	0.5
94	0.958	0.5
95	0.929	0.5
96	0.897	0.5
97	0.907	0.5
98	0.859	0.5
99	0.846	0.5
100	0.904	0.5
101	0.882	0.5
102	0.835	0.5
103	0.888	0.5
104	0.880	0.5
105	0.829	0.5
106	0.858	0.5
107	0.904	0.5
108	0.857	0.5
109	0.893	0.5
110	0.848	0.5
111	0.857	0.5
112	0.856	0.5
113	0.852	0.5
114	0.847	0.5
115	0.821	0.5
116	0.819	0.5
117	0.814	0.5
118	0.860	0.5
119	0.790	0.5
120	0.803	0.5
121	0.871	0.5
122	0.831	0.5
123	1.084	0.5
124	2.200	0.5
125	2.200	0.5
126	2.200	0.5
127	2.200	0.5
128	2.200	0.5
129	1.182	0.5
130	1.019	0.5
131	2.200	0.5
132	1.015	0.5
133	2.200	0.5
134	1.186	0.5
135	1.580	0.5
136	1.359	0.5
137	1.145	0.5
138	1.087	0.5
139	1.099	0.5
140	1.147	0.5
141	1.271	0.5
142	1.226	0.5
143	0.873	0.5
144	1.107	0.5
145	0.890	0.5
146	0.958	0.5
147	0.983	0.5
148	0.938	0.5
149	0.992	0.5
150	0.889	0.5
151	0.744	0.5
152	0.904	0.5
153	0.925	0.5
154	0.840	0.5
155	0.853	0.5
156	0.916	0.5
157	0.804	0.5
158	0.823	0.5
159	0.801	0.5
160	0.898	0.5
161	0.896	0.5
162	0.813	0.5
163	0.800	0.5
164	0.925	0.5
165	0.844	0.5
166	0.816	0.5
167	0.827	0.5
168	0.921	0.5
169	0.783	0.5
170	0.796	0.5
171	0.793	0.5
172	0.791	0.5
173	0.819	0.5
174	0.757	0.5
175	0.804	0.5
176	0.786	0.5
177	0.790	0.5
178	0.759	0.5
179	0.838	0.5
180	0.805	0.5
181	0.801	0.5
182	0.834	0.5
183	0.775	0.5
184	0.753	0.5
185	0.775	0.5
186	0.788	0.5
